restaurant_name_he,address_he,city_he,city_en,phone,business_type_he,diet_type,certifier_ids,corroboration_count,source_documents,source_date,record_state,needs_review,notes,dedupe_hash_sha256
קצפת,שמגר 16 קניון רב שפע בעלז,ירושלים,Jerusalem,,גלידריה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,c34b0d5fc1102fe959e03b87eb971e3c48a97213f649e08592f29232124cd5d9
מיני קצפת,שמגר 21 בעלז,ירושלים,Jerusalem,,גלדריה,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,ac5f1475b1d953251730b801c0d52527eba6571d7818f2b302c3c055dc4b8350
בורגר ביט,שמגר 16 קניון רב שפע בעלז,ירושלים,Jerusalem,025382660,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,73b543d8948402b9fa7f1f030551d7158919065b772aad62b7303cb908624e47
מיסטר בייגל,שמגר 16 קניון רב שפע בעלז,ירושלים,Jerusalem,025614444,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,54b5ee5e50cea509692019316cb038ef6832ddd61c86f529928dcc4e1f192cfb
מאפיית THE RYE,הרב סרוצקין 18 בעלז,ירושלים,Jerusalem,0545280234,מאפיית לחמים מיוחדים,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,07cdaf664da827794b85c25c0b5d30903634d5e5f76bd46c5f2f5d9a25ddfa3a
מיץ פרי,הישיבה 1 גאולה,ירושלים,Jerusalem,0548166359,מיצים,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,c059f8654a763f04f4a720724726a4a578795bb492c4dacb3c3400f09261231c
סאם בייגל,מלכי ישראל 26 גאולה,ירושלים,Jerusalem,025383262,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,a366758c3e1b688b216473d645b080b2abf3d22f5bd94bc9f0a6620f2a3f013f
קרדו בייקרי,מלכי ישראל 34 גאולה,ירושלים,Jerusalem,,בית מאפה חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,bde4ed39d621c2a98283b4f42e2bb78457d3c1d364be9f8685c82c1888651f7d
טשולנט על הגג,מלכי ישראל 5 גאולה,ירושלים,Jerusalem,0546930096,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,bc597fc2294485685142b5ea28b0cb0a5c480e5cc6006f4314ac73ea7b2b17ef
חלב ודבש בוטיק קפה,ההגנה 21 מרכז מסחרי גבעה הצרפתית,ירושלים,Jerusalem,,בית קפה,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,fbd7033b4f819f91035460ed3ce1906d1d18beb182471e8fcd1f7a42dd42c9c0
ריז בורגר,כנפי נשרים 13 גבעת שאול,ירושלים,Jerusalem,,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,a3c0c917b03530a824df2b344732767cf5e63ad5353fe53b1d3da9e45f6ee429
פיצה לארי,כנפי נשרים 66 גבעת שאול,ירושלים,Jerusalem,026540383,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,d0c288a21de0d383ffb6f77d7c17ecbb6bbda4c991e5218df44da9a3692de41e
יוסלה מוקיר שבת,אלקבץ 2 גבעת שאול,ירושלים,Jerusalem,0549170420,אוכל מוכן לשבת,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,43e0b643ba6134e3193e85b7a8119ee5d785765cd9f82355ef30743ec40a4e3d
ביג אפל פיצה,כנפי נשרים 35 גבעת שאול,ירושלים,Jerusalem,,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,c8ddb6e79252edcdba4366287e108af9fa93198a1e3fec03cd56737d76d015f4
מוסקט,כנפי נשרים 24 גבעת שאול,ירושלים,Jerusalem,026524414,חלבי,dairy,badatz_mehadrin_rubin,2,misadot_mehadrin_restaurants_csv;rubin_restaurants_pdf,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,c5014d426b60c1841b50ee0e0ae08f6be1b2c0c722063055cac78acdec37cfb4
מאמא טעם של בית,עם ועולמו 3 גבעת שאול,ירושלים,Jerusalem,0586882036,מזנון חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,420b9ba9a464215e4abad0b69a5403754d34edcfbbd4919a4bbd142a5d58b365
פאזל סלט קפה ובייגל,כנפי נשרים 10 גבעת שאול,ירושלים,Jerusalem,0774100256,מסעדה וקייטרינג חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,cb63b2a004740e6ec61702fb986e3a0553c1e2ee56937f99dc04c7dba172ce8b
קצפת,כנפי נשרים 35 גבעת שאול,ירושלים,Jerusalem,,גלדריה,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,ae3f0dfe21c0c82b63bf83fb40ba605529c9e8d72cca7bb681f288e4130ceaf4
נוגטין,המרפא 1 הר חוצבים,ירושלים,Jerusalem,026421242,מסעדה חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,12ee0d602e01c6465d97dd2e5b585f9d9ac4317e8f4550a4edb028cc79bea70b
"ד""ר פיצה",הרטום 10 הר חוצבים,ירושלים,Jerusalem,025325707,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,e87f0777b96bfbc904a77188af4b44926c1d32f427052766f7bb3f98325df7e8
רודריגז,קרית מדע 3 הר חוצבים,ירושלים,Jerusalem,025815815,מסעדה בשרית,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,b7b843c886119c706f5ac54256c3c2229d4f37f0895d63057fe3d6e6eb6991c4
סאם בורגר,קרית מדע 3 הר חוצבים,ירושלים,Jerusalem,029998190,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,b6c507faf9b8ac0671457f5386a83fe469b969055ccc5a1cb00fb060010c8afc
חומוס אליהו,קרית מדע 3 הר חוצבים,ירושלים,Jerusalem,,חומוס,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,8ffbef12d8d5d1a1cbc59ffcb20b24c40198d7cba7e5eaf0d17d82a2b100711e
קייטרינג לה קארט,קצנלבויגן 55 הר נוף,ירושלים,Jerusalem,0526488934,בשרי וחלבי,mixed,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,3ea76cb5f698b486c155d9a20bd7f1da7c02df46adb4be86269f1d825500390f
בייגלס הר נוף,שאולזון 58 הר נוף,ירושלים,Jerusalem,026522447,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,ba723077db6e0f42ee2b6aec23abaac809f115b802550db21219174aba283a26
נוגטין,שאולזון 49 הר נוף,ירושלים,Jerusalem,026421242,מסעדה חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,027dc4a29af84f80061038a959fee9019c9cc9b749ca1e2f47ad2b519e045ad7
סושי בית וגן,כדורי יצחק 2 הר חומה,ירושלים,Jerusalem,025000049,סושי פרווה/חלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,30322ba70cfcd217fa9d2fe8b962b13700354fe0967bb1db35eccbda64954e77
סושי טוקיו,זוננפלד 12 מיר,ירושלים,Jerusalem,0765403667,סושי פרווה,pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,e4ceb51f1b8f65dea8ccaf25295e7c15f0d8647cf6da2bc4053a84b54b400fa3
פליימס,בית ישראל 2 מיר,ירושלים,Jerusalem,0548439080,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,8307d859654ed0aadd01b82399fe468ac7463b306289e4273ec61ab99ad138a3
טשולנט עולמי / מיטיים,הנגר 2 מיר,ירושלים,Jerusalem,,טוסטים בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,55f80c7a3e8d2d7a55c1bc4c5581b82c7f8f2e3588b3498cf55239cd7fd78982
פיזליה,משה הס 3 ממילה,ירושלים,Jerusalem,0587732790,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,88a8ce4270ef127cfcd6d10ce9f36654d01716b39e78903f5ec9125b93b63060
פיצה פפידו,שטראוס 3 מרכז,ירושלים,Jerusalem,025333500,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,c955e4ec0a5658fcf0b35e66424197ba9d30b0f57530fd801c53ac4d02125e58
פיצה האט TAKE AWAY,בן הלל 15 מרכז,ירושלים,Jerusalem,1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,d5797cf72b16cfd6311edcd4286daf166c095e0a47e5d17ecb9f926a612b287c
פיצה האט TAKE AWAY,יפו 228 מרכז,ירושלים,Jerusalem,1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,afdbbf72d758eaec8f8bd12ae6cc01c6de3e9cfc5244331302fe01f9f94c5e49
סושי פיוז,מרכז,ירושלים,Jerusalem,0534933893,פרווה,pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,8a68ac7fa13335797429d02a92e2ab76391727120628d559bc3efb7115e32bfe
מאפיית לחם פיינגולד,פינת האפרסק 1 מרכז,ירושלים,Jerusalem,,לחמים,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,3f26178b407b61a8b99e8a683e3d59a5d1dc0e1ea2343cbc506530f4481f2e62
סושי טוקיו,אגריפס 111 מרכז,ירושלים,Jerusalem,0765403667,סושי פרווה,pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,3a98d0d9dd72325855d223c374897d587f61775d843db9b5f529b8024c9d330f
מגדניית מרציפן,אגריפס 44 מרכז,ירושלים,Jerusalem,,מאפייה פרוה/חלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,cd173644741ccb25ca3790289963bae8e710f7e39647a8b6daf15ae25126ae15
מגדניית מרציפן,אגריפס 81 מרכז,ירושלים,Jerusalem,,מאפייה פרוה/חלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,19f85156c14e3a73128e58b8dfdf72ddb4652abd56da621a97d427f084e8e503
גבינה ועגבניה,המלך ג'ורג' 52 מרכז,ירושלים,Jerusalem,025666060,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,60188f650447f33aace5dd6dcb57fa8e8cc15eb7407267d7afb8c503d7c8f855
פיצה האט,זלמן שניאור 1 ת. דקל מנטה ניות,ירושלים,Jerusalem,1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,01a48eb0ff9d0d13fbd1fe7a8a9236871e14a8f0e5abb91b25bc5889d8546977
פיצה רויאל,מרכז מסחרי נווה יעקב,ירושלים,Jerusalem,025833992,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,de4adb0701ff32d428421261ee857163fba637ee2e5fa9ebbc230f79bb86b58f
מפגש האש שלי,מרכז מסחרי נווה יעקב,ירושלים,Jerusalem,,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,29484f6909c59df8c12a116075ad8bb7fbfcdd35189e8546a7b2d4a836e85f13
לעילא,עלי הכהן 15 עזרת תורה,ירושלים,Jerusalem,026339594,מזנון מהיר בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,7972b12c4c26e36b7a4f4bc9cd74efd72013792d789165577b1f3252cf59fff3
מאפיית לחם פיינגולד,"הפלמ""ח 42 עמק רפאים",ירושלים,Jerusalem,,בית קפה חלבי/פרווה,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,18989ec3d55b5a70a10b535c03ea79c4f21851178742388b4c9d9917ac64399c
מאפיית לחם פיינגולד,הרכבת 20 קטמון,ירושלים,Jerusalem,,בית קפה חלבי/פרווה,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,8f6279ad7f1f4d9f4a9b451080b6799210fb2aaef342105d57b851369726c6cd
פיצה האט,אורגוואי 1 מרכז מסחרי קרית יובל,ירושלים,Jerusalem,1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,2e5f13107a79d8fd2b99b0b4a995b47e76110cd8978d4e5f3485375cbc492015
סושי טוקיו,תפארת ישראל 7 רובע יהודי,ירושלים,Jerusalem,0765403667,סושי פרווה,pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,ee4d43753b2479c1dc80ea5d9273123411c0dce940f2a68771579e4491c7b195
מיט סטיישן,תפארת ישראל 2 רובע יהודי,ירושלים,Jerusalem,026263092,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,aed3fbb47b9495a267e0d13ce34b092b6ed50bdfbf281d05da5fd9d14bc0fa5e
פאפס,תפארת ישראל 2 רובע יהודי,ירושלים,Jerusalem,026263092,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,3c15370258bb1144e83f3cc7776580adcf29193250179f718bbce4bef85ebf33
גלידה ברובע,תפארת ישראל 18 רובע יהודי,ירושלים,Jerusalem,025852184,חלבי/פרווה,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,f3ce66dc0619270e22fc082a68dc9eed03f2508ad4daff1980a9f2b9f29a8ee1
סלט אקספרס,משגב לדך 40 רובע יהודי,ירושלים,Jerusalem,0506363560,סנדויצים פרווה/חלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,38186b83310ab77ef54532639164a9c73a7a4274e5da333d5cfcf953466e78ae
מעדני השבת,"חב""ד 62 רובע יהודי",ירושלים,Jerusalem,0548921433,אוכל מוכן לשבת,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,bdcda6a9eb371d453a575d122c64667af74bfa4c51ea2b750a90917d6002c60f
קצפת,היהודים 123 רובע יהודי,ירושלים,Jerusalem,,גלידריה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,bedb93141ba0e70085067ae410f59edbbcccdea8d93299d394fcb2b72e5426a9
פיצה מוצרלה,בית אל 1 רובע יהודי,ירושלים,Jerusalem,,פיצריה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,dd2e4d8f6d767634813ac53314198ea47f23e646a32246256705aa2ae1fe32f9
הולי בייגל,תפארת ישראל 5 רובע יהודי,ירושלים,Jerusalem,026280081,מסעדה חלבית,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,c406146802673a10b5aa59e43e8387f5bc62f4a08cb45d85a02917da273c479f
אצה סושי בר,ירמיהו 13 רוממה,ירושלים,Jerusalem,025026232,מסעדה בשרי/פרוה,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,4e6970b6cc0b9ae95a6b1025349e8500f20ecb397fc14798a7bb220b9017529c
קצפת,שרי ישראל 15 רוממה,ירושלים,Jerusalem,,גלדריה,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,0c8af6dd3adb52172d14874f65b2c2a8bbb5a60732c4c62b380254df7dcade07
מאפיית לחם פיינגולד,ירמיהו 68 רוממה,ירושלים,Jerusalem,,לחמים,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,8db101f232fcb2147d72ea4974b034c88e3da386f3205e64d2574f0ea5b04dbd
קצפת,קרן קיימת 19 רחביה,ירושלים,Jerusalem,,גלדריה,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,eec990489c18e41f15e28b478a201b71ecd06460a4054e94970d9adad3182a70
מאפיית מזון פנאני,"רמב""ן 8 רחביה",ירושלים,Jerusalem,025026500,מאפייה פרוה/חלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,f56d5564662595cef4c08593950976ce308ecc1d3682d80ff930a4074bf4d22d
גרין גוט פוד,קרן קיימת 26 רחביה,ירושלים,Jerusalem,025635680,מסעדה חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,32a1b8e17948d68aee2940c45ba55187b048f09b8abc70ceafe50953ca008671
הקפה של נתן,אוסישקין 37 רחביה,ירושלים,Jerusalem,,טוסטים חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,6f696bc17931d1d9c7032fcc8de7fbdb23c70305ad321d9023812b7f8058d0bf
דה פורסט,דרך החורש 90 רמות,ירושלים,Jerusalem,025868787,בית קפה חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,5e5235c69611b10a02d27ee8e0628f5c9a15915a73860190692b5d46f68a75b4
פיצה האט,שד' גולדה מאיר קניון רמות,ירושלים,Jerusalem,1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,4e977b73d3d2b52a73706692473190a1a8426c2a51c5d4de6903182537545596
אדמה ציפס,שד' גולדה מאיר קניון רמות,ירושלים,Jerusalem,,פרווה,pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,f849965f6774861b3faf77b5206532906aee25d25919f44730a3f0c8556f57f4
וופל בר,שד' גולדה מאיר קניון רמות,ירושלים,Jerusalem,025702525,מסעדה חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,be8ecb2937f312cc7ac5fac6ef5ce39540dbb0a86de17d33b2d0a68e5aaa3856
ג'וסי בר,שד' גולדה מאיר קניון רמות,ירושלים,Jerusalem,0549404194,"דוכן, חלבי",dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,8b966d9f50fe0fef35373df6fdc28cd418eade3cfe0e2d8eadec326407f24890
הולי בייגל,שד' גולדה מאיר קניון רמות,ירושלים,Jerusalem,025796034,מסעדה חלבית,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,ff8c0903f4ed0b147e3a06128851e5d8179e76a8a13896000ab4e7d9f0bcdcbb
קצפת,שד' גולדה מאיר קניון רמות,ירושלים,Jerusalem,,גלדריה,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,1568f834225b5c34efee0e83da8dda12ac614969fd1bd99d2212ee2597227c95
פיצה ירושלים 2,כיסופים 801 רמות,ירושלים,Jerusalem,025863004,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,175dd97a18f828e203dd66fe57057a36e630f7096b33981b51ba0805ef46e76c
קייטרינג פריים,רובין 30 רמות,ירושלים,Jerusalem,0527699290,קייטרינג בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,4b1a5f0cbb34e42a21a5467a7a4af2ed85e58e09a61b3a26949207f6f1cede1e
פסטה בר 20,שד' גולדה מאיר קניון רמות,ירושלים,Jerusalem,025796034,מסעדה חלבית,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,236c277147918d8e2076d59404c8b49fce3af672f177c69094fc3667458bcf01
שימיס,פארן 7 רמת אשכול,ירושלים,Jerusalem,,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,0212f567e43286418bd654a609fdc9328c585b7e0d3aae5f7213ac18ef6fd660
ביג אפל פיצה,פארן 5 רמת אשכול,ירושלים,Jerusalem,025327798,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,d2ef7ac2d9d217b7eb446da3e18728804825438c24aa9171b77f695423d11018
אין בורגר,פארן 7 רמת אשכול,ירושלים,Jerusalem,0545670755,בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,9fba46357bf0592abf1d7671d002463c9440bb456787701fd239ea8b529929cc
וופל בר,פארן 7 רמת אשכול,ירושלים,Jerusalem,025815434,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,b8402337bc3dce6b7859e66dc3bba692b8752033b98f30e297b62bed77ac4aa5
מגדנית גרליץ,מעבר המתלה 5 רמת אשכול,ירושלים,Jerusalem,025815257,מאפייה פרוה/חלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,eaa0cb4bf7d0dc0fdcaa85fdc79cad229085a41f099e6db76a13035507b61f86
סאם בייגל,פארן 15 רמת אשכול,ירושלים,Jerusalem,025813388,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,57dbb7bfe37abbd1a427f699235270bebd82d1280a277c1f63f21d2867dae174
מאפיית לחם פיינגולד,פארן 7 רמת אשכול,ירושלים,Jerusalem,,לחמים,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,de7a760a8fb56b721b94756b587c11f58dbd3455b5571bc15ac6b9a4eca821b5
פיצה רימיני,פארן 9 רמת אשכול,ירושלים,Jerusalem,025815405,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,519a78d5f563cce98b0fe1a31a0cf6e5e1754ff243c3cd9eee9bb9d0dbf3fd9d
קצפת,פארן 9 רמת אשכול,ירושלים,Jerusalem,,גלידריה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,40bbed0a49f8cb343a5e88fd872c75fa25d15f9b2dac49ea2e1411eac829f37e
סמודי,פארן 14 רמת אשכול,ירושלים,Jerusalem,,גלידריה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,7262a9f4e5f3a61fdcd2fa1cb8744fb34d6efdb3dd2863b848f6fca5b884d899
"ד""ר טוסט",שמואל הנביא 100,ירושלים,Jerusalem,025820058,חלבי,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,f34aa2672e7fd15c6b0c09516570a1e6457175afa827021cfee19893920ee4a2
דנבר סטייק האוס,דרך חברון 101 תלפיות,ירושלים,Jerusalem,025664466,מסעדה בשרית,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,8192a1d62e74e18550be3e42dc3e6744fa4ceff2c24148bf1bedbc2a2f37510f
מאפיית פיינגולד,האומן 29 תלפיות,ירושלים,Jerusalem,,מאפייה פרוה,pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,80eac3a422f4d7504c5191185be38c353bdd20b11389e6e2c1fd4e5b5e08ae9d
קצפת,שד' לכיש 153,כרמי גת,Karmei Gat,,גלידריה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,7f8c503cf6f5155ad71309cb8af9c55d3824ae56e1260c492840710708ec4abd
פיצה האט,משה אדרת 1,לוד,Lod,1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,dfa32c06043ca4d0fdba77b5c6adb5d8cca0ede0802dd2825cf5717ccd01863f
אצל שמעון,צומת מושב מירון,מירון,Meron,0523283532,מסעדה בשרית,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,06179e14f8d0220b8d05fd3dbeddf7a744c26dc04c771737e9d41ff411bff2d3
בית מאפה עידית,פריאל 3,מישור אדומים,Mishor Adumim,026563953,מאפייה פרוה/חלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,e6b2cf647d425070c406996936df10cfd0cc4f2e5f23713dd164a5a92d52e37c
פיצה מאנציז,דקלה 6,מישור אדומים,Mishor Adumim,,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,af36009b1f174297278caee42ad42e34999ba3daa8dbadefc3fb2ec0ef0d5a3b
פיצה סופר,שד' ירושלים 134,נתיבות,Netivot,089932860,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,e7156678a02a2c4617fc3da6d19e868ca6b876e0902340aea479c1da2e1520a2
פיצה האט,שד' משה דיין 164,פסגת זאב,Jerusalem (Pisgat Ze'ev),1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,93e6fcd2321502c42c923944d2c54219b68b08030856201c06c59966772eef4e
